1-unif,1-expo,1-lor,2-unif,2-expo,2-lor,10-unif,10-expo,10-lor,100-unif,100-expo,100-lor
0.314158,0.377107,-0.660672,0.607925,1.34839,1.23682,0.531855,1.08807,0.72232,0.518775,1.13012,-38.4492
0.382544,0.482147,-0.386713,0.553924,0.887121,0.234514,0.488791,0.790507,-0.00374883,0.489019,0.903768,-1.30695
0.901693,2.31966,3.13432,0.549859,1.27017,0.869913,0.541695,0.879579,0.321453,0.502133,1.01942,-0.242774
0.725305,1.29209,0.855741,0.532086,0.852947,0.15067,0.747612,1.48957,1.29472,0.449039,0.814362,-0.0474401
0.198025,0.220678,-1.3945,0.54072,1.18491,0.606302,0.518642,0.995226,-0.0803672,0.483509,0.904284,-2.04517
0.338866,0.413799,-0.554402,0.519066,0.807665,0.0843126,0.501228,0.865248,0.091112,0.452649,0.834288,-1.53324
0.883415,2.14914,2.6071,0.737934,1.52337,1.453,0.548304,0.916473,0.295227,0.44169,0.753357,-2.48039
0.699266,1.20153,0.723027,0.389439,0.642245,-1.59577,0.754119,1.99951,4.87117,0.546472,1.18918,6.28674
0.592453,0.897599,0.298903,0.774136,2.00853,3.72865,0.642102,1.59886,2.73301,0.543055,1.181,1.83824
0.0796116,0.0829595,-3.91457,0.376508,0.600997,-1.65432,0.450225,0.915668,-1.07505,0.505241,1.08852,-0.553927
0.955819,3.11947,7.15839,0.714466,1.88012,3.53686,0.557254,1.13432,0.810129,0.499303,0.992537,-0.158461
0.673405,1.11904,0.605931,0.719941,1.28675,0.857605,0.472184,0.766687,-0.088722,0.514961,1.07279,2.11603
0.473112,0.640768,-0.0846715,0.647445,1.18275,0.755352,0.48874,0.694158,-0.0344551,0.516813,1.11901,-0.18856
0.766476,1.45447,1.10928,0.513843,0.878607,0.0886726,0.703532,1.39384,1.12878,0.478258,0.880954,-0.99106
0.821778,1.72472,1.59537,0.75532,1.44612,1.13488,0.594294,1.28228,0.754738,0.507266,0.925048,-0.225917
0.26121,0.302742,-0.931934,0.37816,0.493078,-0.473648,0.473459,0.830181,-0.367304,0.468112,0.895316,-0.231193
0.688863,1.16752,0.674389,0.824023,2.18309,4.21503,0.510481,0.771917,0.0361461,0.480329,0.873797,-0.841915
0.49511,0.683415,-0.015363,0.630846,1.06917,0.547325,0.700938,1.89769,4.62665,0.460376,0.986093,0.343311
0.959183,3.19866,7.75567,0.94714,2.96677,6.29599,0.596803,1.52412,2.48967,0.460991,0.915649,-0.223049
0.766581,1.45492,1.11001,0.69816,1.22424,0.770891,0.53402,1.15694,-0.306138,0.512878,1.0126,-0.539349
0.935098,2.73488,4.83632,0.630317,1.56436,2.11292,0.501443,0.873076,0.0610014,0.474824,0.937301,-0.406227
0.62974,0.993549,0.431768,0.73767,1.43088,1.16454,0.455075,0.724562,-0.148588,0.53185,1.10192,4.07492
0.325537,0.393838,-0.610483,0.610394,1.32501,1.15891,0.530121,0.848053,0.243579,0.433029,0.756812,-1.10326
0.8456,1.86821,1.89731,0.761037,1.49834,1.25825,0.655088,1.28152,0.936197,0.4628,0.844416,-12.9225
0.895251,2.25619,2.9283,0.637646,1.36714,1.26626,0.591926,1.2698,0.731116,0.545028,1.15011,3.06575
0.676474,1.12848,0.619188,0.772033,1.57517,1.44145,0.471079,0.827011,-0.382352,0.520774,1.08253,0.651313
0.38004,0.4781,-0.395783,0.606031,1.13101,0.659949,0.513749,0.783012,0.0522518,0.498633,1.01162,0.454235
0.867592,2.02187,2.26372,0.607435,1.22423,0.871686,0.670678,1.85073,4.48351,0.521014,1.05683,-0.724434
0.832021,1.78392,1.71568,0.542492,1.03778,0.367064,0.534632,1.24542,1.65809,0.560632,1.13952,0.760697
0.347277,0.426603,-0.520347,0.328334,0.398393,-0.601372,0.471925,1.02719,-0.620243,0.482281,0.960887,1.93733
0.252963,0.291641,-0.981554,0.382084,0.503727,-0.473168,0.485554,0.749293,-0.304641,0.470892,0.873397,-0.952575
0.309392,0.370182,-0.682397,0.494303,0.753582,-0.0256173,0.407906,0.642411,-0.376335,0.499167,1.02535,-0.211099
0.511206,0.715813,0.0352179,0.637665,1.08013,0.564073,0.558303,0.902154,0.339693,0.493003,0.945588,-0.787482
0.679214,1.13698,0.631163,0.502148,0.765072,0.0093552,0.623257,1.16963,0.755062,0.517344,0.987761,-5.02395
0.764124,1.44445,1.09293,0.501122,0.858208,0.0076783,0.563657,1.139,0.475201,0.528943,1.08641,-1.09956
0.325081,0.393162,-0.612452,0.656028,2.36704,11.9065,0.443674,0.76565,-0.475924,0.43644,0.813969,0.00123115
0.238121,0.271967,-1.07757,0.599972,1.76876,3.61023,0.554141,0.888434,0.215823,0.492359,0.971306,1.15984
0.986975,4.34092,24.4255,0.71667,2.46608,12.1277,0.61951,1.69253,4.2085,0.504954,1.06737,5.64886
0.961824,3.26556,8.29802,0.831006,2.23508,4.51273,0.538055,1.26821,1.71034,0.514981,1.05181,-0.907787
0.446365,0.59125,-0.170112,0.504385,0.708855,0.0142446,0.447882,0.995831,-0.854852,0.527029,1.17095,3.79194
0.700188,1.2046,0.727445,0.694233,1.18512,0.699585,0.540977,0.884736,-0.062094,0.455067,0.919837,-1.48049
0.562405,0.826461,0.198602,0.517838,0.733765,0.0572166,0.444879,0.719065,-0.245016,0.51587,1.04717,-0.28332
0.688279,1.16565,0.671724,0.43352,0.681293,-0.458837,0.597293,1.06194,0.64761,0.48039,0.943821,-0.247508
0.473271,0.64107,-0.0841685,0.646874,1.17926,0.748403,0.644399,1.27723,0.971436,0.551236,1.17664,0.952419
0.17876,0.19694,-1.5894,0.396213,0.573996,-0.608157,0.57029,1.17202,0.53555,0.548812,1.13747,1.57093
0.820476,1.71745,1.58097,0.887409,2.40201,4.25237,0.462781,0.798931,-0.409601,0.530021,1.15924,3.7146
0.613666,0.951052,0.373085,0.395296,0.57288,-0.618412,0.62295,1.12189,0.747185,0.512819,0.945519,-0.225888
0.954342,3.08658,6.92376,0.907621,2.52957,4.53227,0.614224,1.53043,2.24218,0.527439,1.13956,3.12486
0.176926,0.194709,-1.60991,0.300237,0.372786,-0.927408,0.469752,0.974339,0.797174,0.456235,0.910954,0.547984
0.860899,1.97255,2.14078,0.595252,1.18622,0.773852,0.501184,1.32491,0.704471,0.471303,0.950349,-2.47435
0.423548,0.550864,-0.244907,0.454155,0.606995,-0.146407,0.513729,0.820086,-0.15795,0.497577,0.968599,-1.50049
0.329604,0.399887,-0.593078,0.61906,1.39574,1.395,0.399148,0.647521,-0.556695,0.488618,1.04998,-7.152
0.484762,0.663127,-0.0479069,0.27608,0.366452,-2.34997,0.615628,1.15066,0.814814,0.475603,1.01223,-0.246509
0.908516,2.39159,3.38308,0.741326,1.62261,1.81014,0.655578,1.30109,1.00723,0.557577,1.24181,17.1693
0.0673982,0.069777,-4.65203,0.416221,0.759068,-1.77637,0.572513,1.17477,0.557747,0.530311,1.04411,-0.423639
0.574135,0.853633,0.237207,0.767254,2.04095,4.11425,0.458829,0.779037,-0.446073,0.543144,1.1268,0.803216
0.765044,1.44836,1.09929,0.793434,1.58667,1.34759,0.64548,1.2094,0.89039,0.568645,1.15328,-14.3502
0.960374,3.22827,7.99129,0.953769,3.08442,6.98022,0.574231,1.30261,1.56707,0.471044,0.88419,0.53162
0.821824,1.72498,1.59589,0.763503,1.47319,1.1738,0.538642,1.15573,1.18119,0.434248,0.841155,-2.95527
0.947165,2.94058,5.96916,0.601329,1.61781,2.50155,0.440637,1.15714,0.393743,0.51654,0.978306,-0.199181
0.705182,1.2214,0.751714,0.60373,0.959555,0.379436,0.492345,0.788535,-0.262623,0.478789,0.934931,-0.250492
0.255494,0.295034,-0.966063,0.52259,0.927094,0.160254,0.451278,0.79785,-0.29974,0.49186,0.958312,-0.0500958
0.502278,0.697715,0.00715823,0.340337,0.447106,-0.793141,0.602388,1.12779,0.769582,0.493788,0.960789,-7.88556
0.789686,1.55915,1.28657,0.571851,0.998067,0.396416,0.62226,1.14758,0.693042,0.476747,0.911605,-0.157616
0.178396,0.196497,-1.59344,0.364938,0.49915,-0.715143,0.602794,1.21402,0.979753,0.523689,0.971217,1.39922
0.354015,0.436979,-0.493737,0.650563,1.68827,2.7346,0.442393,0.746398,-0.498925,0.479332,0.982172,0.321365
0.55148,0.801802,0.163155,0.496122,0.691493,-0.0125588,0.621429,1.13891,0.788182,0.475091,0.939689,0.0899729
0.947111,2.93956,5.96294,0.488882,1.48535,-2.19446,0.495757,0.999095,0.605484,0.543984,1.17307,2.26629
0.440764,0.581185,-0.188272,0.465595,0.627682,-0.10918,0.500645,1.04155,1.00312,0.479443,0.939799,-2.14351
0.0306539,0.0311336,-10.3519,0.367066,0.623382,-4.80425,0.427373,1.03157,-0.0514316,0.54982,1.14246,0.842599
0.490426,0.67418,-0.0300868,0.560958,0.836233,0.20411,0.486076,0.769256,-0.289777,0.500578,0.932275,-2.29239
0.703477,1.21563,0.743367,0.664189,1.0981,0.578609,0.523159,1.13451,1.03318,0.547859,1.12293,0.00964351
0.63149,0.998287,0.438306,0.74387,1.46898,1.25,0.625996,1.1921,0.861809,0.513986,0.992487,0.336281
0.624901,0.980567,0.413851,0.631032,0.997185,0.436788,0.546711,0.99514,-0.36278,0.524478,1.0526,3.84858
0.85625,1.93968,2.0617,0.643647,1.25181,0.920808,0.660815,1.33651,1.24466,0.493465,0.927386,-2.17346
0.637164,1.0138,0.459725,0.63095,0.996965,0.436485,0.484261,0.850847,-0.334168,0.475408,0.877842,-2.68049
0.431044,0.563953,-0.220084,0.34383,0.430247,-0.58968,0.609799,1.11585,0.751218,0.496365,0.969295,-0.190466
0.624737,0.980128,0.413245,0.681564,1.16052,0.671422,0.489657,0.922393,0.276654,0.475282,1.02993,1.151
0.256615,0.296542,-0.959276,0.165252,0.186651,-2.59478,0.46796,0.995523,0.754556,0.535265,1.14115,1.77925
0.738392,1.34091,0.929598,0.457134,0.76717,-0.34611,0.464201,1.07936,0.950892,0.457008,0.912642,-12.2911
0.073889,0.0767612,-4.23029,0.285906,0.382881,-2.11841,0.475365,0.750178,-0.325161,0.468396,0.845493,-0.858087
0.175876,0.193434,-1.62182,0.495734,0.942019,-0.0466393,0.54475,1.26475,1.34522,0.462782,0.891239,-0.360405
0.497922,0.689001,-0.00652717,0.567071,0.850102,0.224805,0.572105,1.10199,0.483923,0.506631,1.02318,-15.2192
0.815592,1.6906,1.52854,0.855269,1.97194,2.22383,0.530494,0.959208,-0.415928,0.481538,0.90183,-1.60731
0.636219,1.0112,0.456137,0.477185,0.697076,-0.0933303,0.67147,1.47169,1.89028,0.535506,1.15279,0.962775
0.894945,2.25327,2.91913,0.780882,1.67617,1.74856,0.457262,0.795223,-0.424472,0.508281,1.0198,-1.75257
0.318151,0.382947,-0.642798,0.644268,1.95121,5.03723,0.662596,1.3789,1.54549,0.512003,0.955053,-4.55214
0.666819,1.09907,0.57799,0.442875,0.673081,-0.319553,0.496321,0.941943,0.303922,0.473044,0.873127,-2.55476
0.970385,3.51948,10.7173,0.718834,2.07462,5.30705,0.462698,0.988684,0.716414,0.523346,1.08915,0.34135
0.21893,0.247091,-1.2171,0.542451,1.1284,0.507909,0.469403,1.10153,0.987202,0.507575,1.01607,0.119279
0.467283,0.629764,-0.103148,0.433974,0.57085,-0.212879,0.500287,0.781526,0.0357681,0.512028,0.994049,0.733428
0.865972,2.00971,2.23291,0.856763,1.94533,2.07939,0.560203,1.28552,1.44844,0.469949,0.935208,-1.35535
0.400666,0.511936,-0.322609,0.49544,0.702028,-0.0156764,0.600297,1.18442,0.605329,0.523457,1.01009,-8.35348
0.847554,1.88094,1.92588,0.488734,1.01005,-0.19335,0.527814,0.945642,-0.440864,0.470012,0.856063,-0.0237514
0.590214,0.892121,0.291256,0.601715,0.921005,0.331368,0.672798,1.47541,1.89542,0.513963,0.992468,0.8158
0.129914,0.139163,-2.31257,0.234387,0.276477,-1.4335,0.38418,0.587823,-0.892833,0.542298,1.11163,1.11054
0.613216,0.94989,0.371479,0.511118,0.737932,0.0388056,0.6841,1.41679,1.62023,0.521342,1.07584,-1.38236
0.33886,0.41379,-0.554426,0.202617,0.241234,-2.64025,0.489385,0.923033,0.277736,0.508959,0.944637,-0.131794
0.40902,0.525974,-0.293868,0.488583,0.682819,-0.0382264,0.461669,0.958855,0.438117,0.507559,1.00812,0.151237
0.0663728,0.0686781,-4.72608,0.141422,0.156313,-2.98126,0.486884,1.12687,1.07423,0.516586,1.03662,1.24958
0.568145,0.839665,0.217415,0.470145,0.652556,-0.103673,0.459624,0.724807,-0.472387,0.518745,1.13007,-38.4493
0.216472,0.243948,-1.23645,0.25049,0.289367,-1.02007,0.482546,1.09391,0.878497,0.487199,0.901185,-1.3168
0.372145,0.465447,-0.42476,0.66335,1.77834,3.2659,0.631276,1.25718,0.715388,0.499184,1.00555,-0.270628
0.284509,0.334786,-0.803687,0.172845,0.198959,-2.97112,0.479443,0.802777,-0.679044,0.451683,0.847216,0.253524
0.954555,3.09124,6.95656,0.72987,1.89741,3.48643,0.674658,1.48005,1.90188,0.482579,0.903186,-2.06044
0.0611806,0.0631322,-5.13856,0.114321,0.123204,-3.43033,0.409952,0.62295,-0.698417,0.449401,0.830292,-1.75356
0.505186,0.703574,0.0162952,0.322324,0.426886,-1.05909,0.662781,1.37289,1.5506,0.435847,0.73542,-2.51377
0.167462,0.183276,-1.7221,0.542513,1.3395,1.02624,0.487029,0.919531,0.267626,0.539627,1.17732,6.06434
0.139462,0.150197,-2.13447,0.268586,0.328608,-1.23368,0.490633,1.02621,0.53952,0.538437,1.17343,1.81227
0.917564,2.49573,3.77458,0.709939,1.59676,1.89092,0.514232,1.16153,1.4918,0.505541,1.08885,-0.542656
0.397711,0.507018,-0.332889,0.642319,1.34337,1.18139,0.43037,0.673081,-0.579211,0.497807,0.977756,-0.215693
0.502315,0.697787,0.00727205,0.392174,0.51456,-0.404647,0.534666,1.20334,1.09468,0.514475,1.07141,2.1141
0.886927,2.17972,2.69567,0.842508,1.88983,2.02741,0.693776,1.79667,11.9254,0.518184,1.12203,-0.184104
0.282034,0.331333,-0.816565,0.259721,0.301183,-0.94949,0.456683,0.775158,-1.152,0.472465,0.868483,-1.01715
0.798089,1.59993,1.35915,0.759814,1.4392,1.0973,0.59878,1.19272,1.06466,0.506846,0.922934,-0.229796
0.237409,0.271033,-1.08242,0.214956,0.242424,-1.26463,0.421098,0.635587,-0.350504,0.46983,0.897963,-0.224009
0.721539,1.27848,0.835447,0.529506,0.845085,0.137654,0.711046,1.74348,4.1651,0.478951,0.87013,-0.847042
0.192503,0.213815,-1.44685,0.169067,0.185604,-1.73895,0.54637,1.04428,0.546913,0.46026,0.985865,0.342945
0.337473,0.411694,-0.560138,0.556841,0.954367,0.309876,0.551681,1.1498,0.852928,0.458868,0.897403,-0.290797
0.145632,0.157393,-2.03104,0.15184,0.164713,-1.93837,0.479234,0.995795,1.1359,0.506428,0.999345,-0.575344
0.776208,1.49704,1.17989,0.691781,1.21594,0.765274,0.481577,0.862931,-0.202602,0.47367,0.927085,-0.438863
0.158049,0.172033,-1.8457,0.342673,0.46066,-0.879869,0.551949,1.246,1.1553,0.52657,1.09305,4.04038
0.607353,0.934845,0.350658,0.60996,0.941527,0.359906,0.674584,1.69744,11.7261,0.435146,0.760579,-1.09598
0.527296,0.749287,0.0859648,0.46486,0.632079,-0.11528,0.476908,0.808246,-1.07528,0.456717,0.828442,-12.9523
0.612566,0.948209,0.369154,0.698266,1.24026,0.804539,0.584948,1.14054,0.98363,0.538738,1.13064,3.02744
0.402423,0.514872,-0.316526,0.379169,0.477399,-0.401429,0.460077,0.707157,-0.200027,0.522618,1.09097,0.666514
0.783966,1.53232,1.23992,0.825109,1.77206,1.73906,0.642178,1.61897,3.11604,0.495547,1.00758,0.41437
0.355916,0.439926,-0.486332,0.231381,0.276461,-1.67638,0.52996,1.02578,-0.426145,0.521426,1.06056,-0.713132
0.866253,2.01181,2.2382,0.836724,1.82894,1.84106,0.545943,1.14149,0.826264,0.558776,1.13207,0.748497
0.106845,0.112995,-2.86643,0.392988,0.624859,-1.11782,0.523013,1.06762,1.36583,0.482765,0.961657,1.93914
0.807195,1.64607,1.44392,0.854149,1.97988,2.27915,0.420537,0.731357,-0.494874,0.477778,0.898882,-0.888883
0.679131,1.13672,0.630796,0.78488,1.67486,1.71285,0.594612,1.31666,1.36712,0.497713,1.02344,-0.221928
0.901104,2.31368,3.11439,0.865778,2.04416,2.4054,0.628163,1.6194,11.4838,0.496876,0.961307,-0.757542
0.890628,2.213,2.79491,0.703388,1.46949,1.42284,0.455708,0.771193,-1.14943,0.514658,0.981679,-5.03314
0.830453,1.77463,1.69641,0.878331,2.19057,2.96624,0.605602,1.2167,1.10331,0.525943,1.0782,-1.11162
0.516147,0.725974,0.0507699,0.725132,1.72293,2.40655,0.422654,0.658529,-1.29445,0.439804,0.820868,0.0129134
0.926208,2.6065,4.23606,0.602501,1.46667,1.70119,0.646395,1.64069,3.15655,0.494938,0.975439,1.17049
0.934118,2.71989,4.76232,0.956754,3.30094,10.0927,0.57246,1.13361,-0.255929,0.495133,1.02401,4.75365
0.278793,0.326829,-0.833678,0.353249,0.442465,-0.532394,0.490343,0.977452,0.534601,0.51527,1.06594,-0.648245
0.97939,3.882,15.4231,0.542238,1.99651,6.25246,0.577302,1.16123,1.70332,0.527564,1.17197,3.79363
0.427705,0.5581,-0.23111,0.649668,1.30548,1.05633,0.364034,0.594478,-0.744316,0.455419,0.921083,-1.47865
0.105086,0.111027,-2.9182,0.345072,0.495323,-1.32221,0.549267,1.22857,1.18745,0.510258,1.03891,-2.78793
0.871632,2.05286,2.34376,0.536311,1.13862,0.488168,0.587781,1.45681,11.1716,0.482185,0.952398,-0.231549
0.585059,0.879619,0.273768,0.68301,1.19906,0.745012,0.427109,0.642688,-1.39481,0.548999,1.1731,0.943232
0.200989,0.224381,-1.36743,0.519979,1.02527,0.218851,0.535132,1.05268,0.693868,0.554215,1.1482,1.59505
0.780962,1.51851,1.21626,0.667686,1.16343,0.694437,0.39601,0.61466,-1.39971,0.52454,1.14524,3.69011
0.83897,1.82616,1.80513,0.852399,1.9174,2.01767,0.632606,1.53531,2.86047,0.513151,0.946419,-0.224646
0.55441,0.808356,0.172618,0.404916,0.551647,-0.39694,0.498748,0.883564,-0.872562,0.518104,1.1089,2.90332
0.865828,2.00863,2.2302,0.537768,1.12199,0.469281,0.482298,0.966876,0.478809,0.454665,0.909207,0.40404
0.255422,0.294938,-0.966498,0.553164,1.09905,0.504991,0.539213,0.864286,0.192982,0.468953,0.940456,-2.49159
0.209708,0.235352,-1.29164,0.281033,0.334885,-0.895936,0.33172,0.549713,-1.01457,0.493854,0.963616,-1.55964
0.850905,1.90317,1.97648,0.713121,1.37981,1.10884,0.546649,1.22568,1.08417,0.495137,1.0859,-6.97394
0.352358,0.434417,-0.50023,0.361281,0.448388,-0.466103,0.597233,1.5901,11.8739,0.473582,1.00892,-0.254163
0.575337,0.856459,0.241198,0.492553,0.69185,-0.0250574,0.449508,0.720302,-1.27598,0.551041,1.22083,17.1257
0.370204,0.46236,-0.431976,0.447367,0.602906,-0.17738,0.518259,1.03352,-0.152908,0.533075,1.04762,-0.382458
0.409769,0.527242,-0.291313,0.292702,0.360192,-0.95794,0.389673,0.589249,-1.43988,0.543696,1.12819,0.805147
0.52453,0.743452,0.0772164,0.483194,0.663297,-0.0537502,0.579204,1.38907,2.60965,0.569378,1.15702,-14.3432
0.175635,0.193142,-1.62457,0.49508,0.938987,-0.0535801,0.477318,0.844297,-0.944756,0.469848,0.870279,0.469996
0.441858,0.583142,-0.184717,0.542177,0.805875,0.147729,0.463087,0.878014,0.316518,0.432425,0.834107,-2.96654
0.814524,1.68483,1.51741,0.894417,2.67323,6.94026,0.604545,1.0742,0.628829,0.515687,0.968698,-0.237286
0.642495,1.02861,0.480176,0.690429,1.1847,0.704801,0.401124,0.760252,-0.564861,0.476062,0.928382,-0.260164
0.974309,3.66162,12.3631,0.504254,1.84821,1.54572,0.546218,1.22284,1.07771,0.497398,0.971934,-0.0257857
0.738362,1.34079,0.929425,0.748485,1.38106,0.992516,0.584721,1.57244,11.8085,0.492158,0.957957,-7.89116
0.0341993,0.0347978,-9.27165,0.403448,0.758133,-4.05891,0.416386,0.662642,-1.40387,0.475356,0.906529,-0.165362
0.758609,1.42134,1.05561,0.596896,0.996295,0.424559,0.56985,1.20454,0.15777,0.530265,0.987331,1.43282
0.772696,1.48147,1.15383,0.829404,1.827,1.91424,0.437772,0.757944,-1.1309,0.476296,0.97832,0.263726
0.435184,0.571255,-0.206488,0.274549,0.346098,-1.44023,0.539011,1.3278,2.35526,0.471627,0.933966,0.0750277
0.886112,2.17254,2.67464,0.642522,1.34079,1.17301,0.483275,0.851797,-0.892056,0.537257,1.14688,2.19808
0.113915,0.120942,-2.67396,0.248615,0.30217,-1.52894,0.427084,0.828236,-0.0454166,0.475264,0.934218,-2.28053
0.398933,0.509048,-0.328631,0.65916,1.51357,1.76759,0.607333,1.09049,0.662292,0.555736,1.15188,0.950159
0.383316,0.483398,-0.383927,0.23795,0.290276,-1.86224,0.42363,0.859554,-0.386566,0.496106,0.925975,-2.36537
0.919387,2.51809,3.86382,0.691058,1.56967,1.87309,0.46054,0.869177,-0.41703,0.546861,1.12002,0.00558537
0.0925842,0.0971545,-3.34055,0.527693,1.69431,2.58868,0.564148,1.51442,11.7259,0.508893,0.983808,0.307147
0.462729,0.621252,-0.117629,0.414953,0.539408,-0.28047,0.501796,0.878362,-0.203515,0.52788,1.07634,3.93524
0.962801,3.29147,8.51792,0.960905,3.24295,8.12026,0.552842,1.15121,0.0807608,0.494317,0.93638,-2.14026
0.367176,0.457563,-0.443312,0.529275,0.816595,0.121309,0.408776,0.675718,-1.25171,0.469123,0.867791,-3.05273
0.95901,3.19443,7.7226,0.581501,1.71129,3.19095,0.585683,1.50286,2.69007,0.492459,0.964068,-0.266613
0.691375,1.17563,0.685931,0.740897,1.36914,0.989315,0.492907,1.03876,0.651427,0.471492,1.02295,1.1366
0.203993,0.228147,-1.34069,0.263551,0.309196,-0.980846,0.492501,0.962279,0.334039,0.536144,1.14241,1.78353
0.790419,1.56264,1.2927,0.560414,0.981866,0.351519,0.666179,1.47694,3.21893,0.458831,0.924583,-12.2611
0.323109,0.390245,-0.621002,0.551473,0.951817,0.293267,0.385694,0.81161,-8.40639,0.475525,0.86018,-0.803158
0.33041,0.401089,-0.589662,0.559603,0.978013,0.34476,0.46055,0.869306,-0.416511,0.464583,0.893705,-0.349048
0.779837,1.51339,1.20754,0.714668,1.28089,0.857541,0.63481,1.66525,12.1968,0.509685,1.03255,-15.2051
0.788797,1.55494,1.27918,0.476459,0.867104,-0.242652,0.460524,0.821366,-0.82308,0.482048,0.905065,-1.60015
0.649499,1.04839,0.507546,0.591343,0.905109,0.306091,0.469703,0.836149,-0.999337,0.535418,1.15255,0.962446
0.164121,0.179272,-1.76449,0.380792,0.54462,-0.724178,0.407221,0.673291,-1.25769,0.503438,1.00255,-1.78464
0.533186,0.761825,0.104637,0.746639,1.9915,4.01946,0.571682,1.35434,2.0743,0.511725,0.954654,-4.55345
0.597463,0.909968,0.316131,0.495601,0.705206,-0.0153403,0.440177,0.93912,0.406323,0.472042,0.870497,-2.55842
0.960092,3.22118,7.93429,0.510371,1.64187,1.3748,0.488224,0.957046,0.287862,0.51819,1.06002,0.232746
0.393738,0.500443,-0.346811,0.241568,0.297046,-1.90665,0.587173,1.32072,-85.8371,0.508915,1.01795,0.12647
0.0606494,0.0625665,-5.1847,0.385553,0.651008,-2.20336,0.42327,0.892605,-8.27218,0.51529,1.00352,0.747645
0.0893977,0.093649,-3.46649,0.226617,0.272974,-1.96121,0.439419,0.841878,-0.612218,0.463443,0.917536,-1.39013
0.710457,1.23945,0.77798,0.659637,1.08902,0.566907,0.602212,1.5744,12.0615,0.525801,1.01505,-8.34574
0.363836,0.452299,-0.455926,0.375739,0.471368,-0.412171,0.401877,0.688478,-1.08654,0.465613,0.842489,-0.0459972
0.608818,0.938583,0.355833,0.504426,0.724732,0.015515,0.416518,0.743826,-1.30821,0.510423,0.986241,0.80198
0.387641,0.490437,-0.368415,0.351471,0.434606,-0.511972,0.474577,0.837184,-0.902435,0.548932,1.12601,1.14684
0.400033,0.510881,-0.324803,0.549349,0.855207,0.197676,0.58722,1.39482,2.13114,0.517649,1.06914,-1.39647
0.3153,0.378774,-0.655529,0.327576,0.397034,-0.602943,0.439362,0.937114,0.403527,0.515101,0.971079,-0.058989
0.698665,1.19953,0.720155,0.487132,0.760972,-0.0653367,0.403501,0.646904,-0.775676,0.506644,1.00668,0.147719
0.339853,0.415293,-0.550356,0.538763,0.876728,0.187522,0.639156,1.51551,-85.4433,0.523898,1.0519,1.31039
0.2756,0.322411,-0.850828,0.636375,3.09138,55.4121,0.450133,0.92629,-7.81315,0.516967,1.12663,-38.4551
0.737673,1.33816,0.9254,0.397293,0.69838,-2.3039,0.491732,0.927324,-0.228668,0.486689,0.900554,-1.32191
0.99715,5.86035,111.675,0.596458,3.03911,55.1297,0.570603,1.5006,11.9492,0.503411,1.01674,-0.25308
0.056913,0.0585967,-5.5332,0.114773,0.124052,-3.59631,0.404283,0.692334,-1.0777,0.452526,0.848469,0.257188
0.195767,0.217866,-1.4156,0.591803,2.31368,12.3728,0.374616,0.671015,-1.49114,0.47671,0.876858,-2.13442
0.172632,0.189506,-1.65943,0.466753,0.810135,-0.294331,0.526903,1.02994,-0.517716,0.450305,0.831304,-1.72157
0.987839,4.4095,26.1613,0.868888,2.89777,13.5804,0.620786,1.47679,2.25501,0.432759,0.73057,-2.52803
0.760874,1.43076,1.07077,0.664229,1.13457,0.64317,0.442911,0.942437,0.41844,0.546597,1.19546,6.1036
0.749938,1.38605,0.999612,0.82986,1.89578,2.2164,0.366756,0.567179,-0.906321,0.546669,1.2048,1.91849
0.567585,0.838369,0.215573,0.621366,0.981376,0.414505,0.65306,1.53916,-85.3949,0.504322,1.07977,-0.567026
0.909781,2.40551,3.4332,0.802394,1.79649,2.06802,0.509555,1.09793,-7.49734,0.499337,0.980686,-0.210758
0.675147,1.12438,0.613438,0.579718,0.893296,0.28202,0.42096,0.796548,-1.3808,0.514714,1.0719,2.11486
0.695008,1.18747,0.702848,0.67739,1.1328,0.625835,0.522465,0.987088,0.786683,0.51371,1.10602,-0.212984
0.484289,0.662209,-0.0493981,0.555747,0.824467,0.186477,0.414161,0.703398,-0.71226,0.471227,0.866891,-1.02742
0.659772,1.07814,0.548821,0.346311,0.555771,-4.55315,0.371748,0.667511,-1.52226,0.499277,0.907356,-0.320178
0.627205,0.986725,0.422351,0.327803,0.507769,-5.37754,0.605856,1.33845,0.48561,0.470125,0.898358,-0.222175
0.0328508,0.0334025,-9.65513,0.156472,0.181019,-5.24095,0.608303,1.23463,-0.14329,0.479141,0.870838,-0.845972
0.0284023,0.0288134,-11.1774,0.305909,0.452241,-5.4546,0.390137,0.825905,0.200163,0.466716,1.00194,0.375351
0.280094,0.328635,-0.826775,0.222954,0.254966,-1.2848,0.375755,0.611787,-0.82448,0.461385,0.902182,-0.282319
0.583416,0.875668,0.268229,0.584046,0.877183,0.270353,0.633921,1.50251,-85.4574,0.511073,1.00719,-0.551429
0.165813,0.181298,-1.74283,0.154478,0.167891,-1.90729,0.506793,1.07122,-7.583,0.468783,0.915505,-0.458542
0.584676,0.878697,0.272477,0.449983,0.628729,-0.191548,0.425535,0.811729,-1.35894,0.530256,1.09881,4.05968
0.143143,0.154485,-2.07175,0.481123,0.932157,-0.252887,0.462729,0.878616,0.400713,0.431499,0.754011,-1.10996
0.31529,0.37876,-0.655573,0.171742,0.203679,-5.95816,0.385191,0.658817,-0.85,0.456646,0.828294,-12.9525
